Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
630.687	2.25E-04	1.43E-06	2.87E-04	3.45E-04	3.63E-04	3.23E-04	7.83E-07	3.19E-04	3.78E-04	3.74E-04	3.13E-04	7.32E-07	3.23E-04	3.50E-04	3.73E-04
632.1124	5.87E-05	7.17E-07	1.07E-04	1.66E-04	1.99E-04	8.76E-05	0.00E+00	1.15E-04	1.64E-04	2.42E-04	9.19E-05	0.00E+00	1.09E-04	1.43E-04	1.82E-04
632.7087	4.92E-05	0.00E+00	7.08E-05	1.16E-04	1.23E-04	6.67E-05	0.00E+00	7.28E-05	1.16E-04	1.60E-04	6.22E-05	1.46E-06	7.74E-05	1.02E-04	1.15E-04
634.0626	2.92E-05	7.17E-07	6.83E-05	1.00E-04	1.24E-04	5.74E-05	0.00E+00	7.35E-05	9.23E-05	1.36E-04	5.59E-05	0.00E+00	6.40E-05	8.71E-05	1.17E-04
635.0476	1.91E-05	3.59E-06	4.28E-05	7.89E-05	8.66E-05	4.10E-05	0.00E+00	5.13E-05	7.87E-05	1.08E-04	3.25E-05	7.32E-07	3.83E-05	7.02E-05	8.54E-05
636.1341	1.00E-04	1.43E-06	1.81E-04	2.90E-04	3.51E-04	1.49E-04	0.00E+00	1.98E-04	3.00E-04	3.43E-04	1.46E-04	7.32E-07	1.83E-04	2.77E-04	3.47E-04
636.6854	1.79E-04	0.00E+00	2.91E-04	4.70E-04	5.78E-04	2.56E-04	7.83E-07	2.84E-04	5.07E-04	5.05E-04	2.56E-04	0.00E+00	3.00E-04	4.95E-04	6.35E-04
638.0485	5.00E-05	7.17E-07	8.86E-05	1.32E-04	1.74E-04	8.05E-05	1.57E-06	9.50E-05	1.48E-04	2.01E-04	7.90E-05	2.20E-06	9.01E-05	1.39E-04	1.48E-04
638.7893	4.22E-05	7.17E-07	6.35E-05	1.04E-04	1.15E-04	4.73E-05	0.00E+00	6.31E-05	8.58E-05	1.40E-04	5.98E-05	7.32E-07	6.11E-05	9.67E-05	1.16E-04
640.0694	4.74E-05	2.87E-06	8.41E-05	1.21E-04	1.26E-04	6.93E-05	7.83E-07	8.25E-05	1.22E-04	1.82E-04	6.41E-05	2.93E-06	6.55E-05	9.67E-05	1.27E-04
640.8689	3.66E-05	7.17E-07	4.39E-05	6.73E-05	8.75E-05	3.95E-05	7.83E-07	5.10E-05	6.93E-05	1.13E-04	3.87E-05	1.46E-06	4.05E-05	6.28E-05	7.32E-05
642.068	3.66E-05	7.17E-07	5.94E-05	7.58E-05	8.92E-05	5.40E-05	1.57E-06	7.42E-05	8.99E-05	1.46E-04	5.51E-05	2.20E-06	5.90E-05	7.02E-05	7.91E-05
643.0074	2.92E-05	7.17E-07	3.95E-05	6.52E-05	7.60E-05	3.73E-05	7.83E-07	4.37E-05	6.16E-05	1.04E-04	3.68E-05	0.00E+00	4.27E-05	6.34E-05	7.59E-05
644.0714	7.79E-05	0.00E+00	1.09E-04	1.75E-04	2.00E-04	9.69E-05	2.35E-06	1.07E-04	1.75E-04	2.33E-04	9.39E-05	1.46E-06	1.07E-04	1.51E-04	1.90E-04
644.6918	7.96E-05	7.17E-07	1.03E-04	1.67E-04	1.84E-04	8.24E-05	0.00E+00	1.01E-04	1.52E-04	2.07E-04	7.74E-05	2.20E-06	9.88E-05	1.35E-04	1.71E-04
646.1352	3.48E-04	0.00E+00	6.17E-04	6.65E-04	6.05E-04	6.47E-04	1.57E-06	7.55E-04	6.70E-04	9.98E-04	5.20E-04	7.32E-07	5.90E-04	5.94E-04	5.21E-04
646.6427	3.17E-04	1.43E-06	6.10E-04	6.04E-04	5.36E-04	5.53E-04	7.83E-07	5.83E-04	6.18E-04	8.14E-04	4.77E-04	0.00E+00	5.71E-04	4.79E-04	4.34E-04
648.0988	1.57E-04	1.43E-06	2.58E-04	2.74E-04	2.70E-04	2.49E-04	2.35E-06	2.97E-04	2.80E-04	4.21E-04	2.13E-04	0.00E+00	2.43E-04	2.38E-04	2.15E-04
648.6439	1.41E-04	2.87E-06	2.49E-04	2.50E-04	2.47E-04	2.30E-04	0.00E+00	2.41E-04	2.65E-04	3.76E-04	1.99E-04	2.20E-06	2.15E-04	2.43E-04	1.96E-04
649.9825	6.01E-05	7.17E-07	9.56E-05	1.37E-04	1.47E-04	7.94E-05	7.83E-07	8.46E-05	1.35E-04	1.60E-04	8.41E-05	7.32E-07	8.90E-05	1.14E-04	1.28E-04
650.7697	4.05E-05	2.15E-06	5.57E-05	7.89E-05	1.05E-04	5.18E-05	0.00E+00	6.24E-05	8.22E-05	1.09E-04	4.22E-05	7.32E-07	5.14E-05	7.82E-05	8.54E-05
652.1106	5.05E-05	7.17E-07	8.71E-05	1.53E-04	1.61E-04	7.08E-05	0.00E+00	9.05E-05	1.38E-04	1.83E-04	6.80E-05	7.32E-07	9.19E-05	1.16E-04	1.54E-04
652.7137	7.75E-05	2.15E-06	1.02E-04	1.62E-04	1.86E-04	6.82E-05	1.57E-06	1.09E-04	1.63E-04	1.86E-04	7.63E-05	0.00E+00	9.30E-05	1.47E-04	1.70E-04
654.0369	1.31E-04	7.17E-07	2.13E-04	2.86E-04	3.01E-04	1.72E-04	7.83E-07	2.41E-04	3.04E-04	4.01E-04	1.79E-04	0.00E+00	1.82E-04	2.33E-04	2.64E-04
654.6567	1.45E-04	7.17E-07	2.57E-04	3.25E-04	3.48E-04	1.92E-04	0.00E+00	2.28E-04	3.45E-04	3.73E-04	2.01E-04	1.46E-06	2.33E-04	2.98E-04	3.49E-04
656.0427	7.92E-05	1.43E-06	1.48E-04	2.23E-04	2.25E-04	1.16E-04	1.57E-06	1.53E-04	2.12E-04	2.78E-04	9.89E-05	7.32E-07	1.41E-04	1.86E-04	2.19E-04
656.7573	4.48E-05	0.00E+00	9.67E-05	1.24E-04	1.42E-04	7.08E-05	1.57E-06	8.12E-05	1.30E-04	1.53E-04	6.73E-05	7.32E-07	7.09E-05	1.11E-04	1.29E-04
658.0895	4.74E-05	2.15E-06	8.12E-05	9.17E-05	1.16E-04	6.63E-05	7.83E-07	7.14E-05	9.49E-05	1.60E-04	5.51E-05	3.66E-06	5.86E-05	9.51E-05	1.07E-04
658.9158	1.83E-05	6.46E-06	4.24E-05	5.79E-05	6.11E-05	3.21E-05	4.70E-06	4.09E-05	6.37E-05	9.08E-05	3.09E-05	2.93E-06	3.69E-05	5.39E-05	6.33E-05
660.1676	5.22E-05	7.17E-07	8.78E-05	1.40E-04	1.59E-04	7.16E-05	2.35E-06	8.88E-05	1.42E-04	2.03E-04	7.67E-05	7.32E-07	8.90E-05	1.31E-04	1.61E-04
660.712	4.00E-05	1.43E-06	6.86E-05	1.17E-04	1.37E-04	5.81E-05	0.00E+00	6.45E-05	1.20E-04	1.45E-04	5.20E-05	3.66E-06	6.08E-05	1.15E-04	1.40E-04
662.0346	6.40E-05	2.15E-06	1.24E-04	1.86E-04	2.09E-04	1.06E-04	1.57E-06	1.25E-04	1.98E-04	2.42E-04	9.78E-05	7.32E-07	1.09E-04	1.72E-04	2.02E-04
662.7098	5.48E-05	7.17E-07	9.41E-05	1.55E-04	1.71E-04	7.60E-05	1.57E-06	9.54E-05	1.50E-04	1.76E-04	7.63E-05	2.20E-06	8.32E-05	1.31E-04	1.62E-04
664.0405	6.35E-05	1.43E-06	1.27E-04	1.50E-04	1.83E-04	1.02E-04	7.83E-07	1.31E-04	1.54E-04	2.18E-04	1.03E-04	2.20E-06	1.10E-04	1.37E-04	1.53E-04
664.805	3.87E-05	0.00E+00	5.42E-05	8.04E-05	8.66E-05	4.96E-05	0.00E+00	5.62E-05	8.08E-05	1.18E-04	4.34E-05	1.46E-06	5.64E-05	7.79E-05	7.97E-05
666.0854	3.92E-05	1.43E-06	8.41E-05	1.01E-04	1.09E-04	8.83E-05	7.83E-07	9.40E-05	1.19E-04	1.61E-04	7.08E-05	0.00E+00	8.21E-05	9.64E-05	1.04E-04
666.9034	3.48E-05	7.17E-07	4.98E-05	7.25E-05	8.46E-05	5.70E-05	0.00E+00	5.34E-05	6.72E-05	1.28E-04	3.99E-05	7.32E-07	4.41E-05	5.51E-05	7.82E-05
668.0835	6.48E-05	0.00E+00	1.19E-04	1.65E-04	1.86E-04	9.17E-05	7.83E-07	1.23E-04	1.61E-04	2.26E-04	8.13E-05	7.32E-07	1.00E-04	1.43E-04	1.89E-04
669.0307	8.18E-05	0.00E+00	1.23E-04	1.82E-04	1.90E-04	8.83E-05	0.00E+00	1.19E-04	1.85E-04	2.09E-04	1.03E-04	0.00E+00	1.11E-04	1.58E-04	1.91E-04
670.0865	1.41E-03	0.00E+00	1.86E-03	2.20E-03	2.32E-03	1.85E-03	1.57E-06	2.34E-03	2.36E-03	2.40E-03	1.79E-03	1.46E-06	1.92E-03	2.17E-03	2.36E-03
670.6518	3.40E-03	1.43E-06	3.87E-03	4.18E-03	4.37E-03	3.93E-03	2.35E-06	3.84E-03	4.53E-03	4.00E-03	3.91E-03	2.20E-06	4.32E-03	4.56E-03	4.66E-03
671.9591	1.34E-04	7.17E-07	1.99E-04	2.48E-04	2.83E-04	2.00E-04	7.83E-07	2.23E-04	2.67E-04	3.00E-04	1.93E-04	1.46E-06	2.03E-04	2.54E-04	2.59E-04
672.6552	1.83E-04	0.00E+00	2.25E-04	2.70E-04	2.79E-04	2.04E-04	7.83E-07	2.38E-04	2.62E-04	2.68E-04	2.12E-04	0.00E+00	2.41E-04	2.58E-04	2.86E-04
673.9539	5.05E-05	0.00E+00	8.19E-05	1.10E-04	1.31E-04	7.38E-05	7.83E-07	9.05E-05	1.19E-04	1.55E-04	7.00E-05	7.32E-07	8.79E-05	1.16E-04	1.34E-04
674.7506	3.22E-05	0.00E+00	5.06E-05	7.37E-05	8.75E-05	5.29E-05	1.57E-06	4.96E-05	7.93E-05	9.52E-05	4.54E-05	2.20E-06	5.28E-05	7.33E-05	7.88E-05
676.0394	3.26E-05	5.74E-06	7.27E-05	1.01E-04	1.35E-04	5.11E-05	2.35E-06	7.70E-05	1.09E-04	1.44E-04	4.65E-05	4.39E-06	5.61E-05	9.45E-05	1.14E-04
677.1123	3.92E-05	5.02E-06	5.61E-05	8.46E-05	1.01E-04	4.29E-05	5.48E-06	5.83E-05	7.07E-05	1.25E-04	3.72E-05	5.86E-06	5.28E-05	7.14E-05	9.71E-05
678.0603	2.35E-04	5.02E-06	4.71E-04	7.11E-04	7.84E-04	3.26E-04	4.70E-06	4.91E-04	6.49E-04	7.80E-04	3.24E-04	4.39E-06	4.07E-04	6.14E-04	7.34E-04
678.6526	3.10E-04	2.15E-06	5.42E-04	7.90E-04	9.68E-04	4.11E-04	3.91E-06	4.71E-04	8.27E-04	8.15E-04	4.07E-04	2.93E-06	4.93E-04	7.82E-04	9.73E-04
680.039	6.01E-05	5.02E-06	9.82E-05	1.51E-04	1.74E-04	8.87E-05	1.57E-06	1.09E-04	1.61E-04	2.20E-04	8.13E-05	1.46E-06	1.00E-04	1.56E-04	1.90E-04
680.8085	4.09E-05	3.59E-06	8.08E-05	1.14E-04	1.26E-04	5.67E-05	0.00E+00	7.01E-05	1.11E-04	1.53E-04	5.48E-05	0.00E+00	7.49E-05	1.11E-04	1.19E-04
682.0647	6.40E-05	1.43E-06	1.03E-04	1.24E-04	1.40E-04	8.42E-05	2.35E-06	1.04E-04	1.40E-04	2.11E-04	7.43E-05	2.20E-06	8.54E-05	1.03E-04	1.17E-04
682.8635	2.65E-05	7.17E-07	4.43E-05	6.58E-05	7.28E-05	3.80E-05	7.83E-07	4.96E-05	6.63E-05	1.11E-04	4.15E-05	0.00E+00	4.81E-05	5.54E-05	5.79E-05
684.0592	4.53E-05	7.17E-07	7.42E-05	1.01E-04	1.08E-04	7.34E-05	1.57E-06	8.64E-05	9.93E-05	1.87E-04	6.80E-05	7.32E-07	6.37E-05	7.94E-05	1.02E-04
684.9572	3.70E-05	1.43E-06	4.91E-05	6.82E-05	7.83E-05	4.81E-05	7.83E-07	4.89E-05	6.60E-05	1.56E-04	4.42E-05	1.46E-06	4.96E-05	6.62E-05	7.59E-05
686.0864	1.22E-04	7.17E-07	1.67E-04	2.63E-04	3.34E-04	1.19E-04	0.00E+00	1.71E-04	2.62E-04	3.54E-04	1.08E-04	1.46E-06	1.49E-04	2.33E-04	3.10E-04
686.6571	1.33E-04	0.00E+00	1.39E-04	2.35E-04	2.88E-04	9.99E-05	7.83E-07	1.40E-04	2.35E-04	2.68E-04	1.08E-04	0.00E+00	1.49E-04	2.19E-04	2.89E-04
688.0434	9.75E-05	7.17E-07	1.42E-04	1.65E-04	1.91E-04	1.36E-04	7.83E-07	1.44E-04	1.74E-04	2.34E-04	1.32E-04	0.00E+00	1.44E-04	1.76E-04	1.96E-04
688.7242	5.96E-05	7.17E-07	8.04E-05	1.15E-04	1.16E-04	9.69E-05	7.83E-07	9.02E-05	1.19E-04	1.42E-04	8.76E-05	2.93E-06	8.72E-05	1.13E-04	1.16E-04
690.0621	8.09E-05	1.43E-06	1.33E-04	1.73E-04	1.77E-04	1.23E-04	0.00E+00	1.46E-04	1.88E-04	2.30E-04	1.23E-04	0.00E+00	1.31E-04	1.53E-04	1.73E-04
690.6761	5.13E-05	0.00E+00	8.82E-05	1.35E-04	1.47E-04	8.91E-05	0.00E+00	9.22E-05	1.23E-04	1.82E-04	9.31E-05	1.46E-06	9.91E-05	1.18E-04	1.26E-04
691.967	5.35E-05	0.00E+00	1.11E-04	1.67E-04	1.98E-04	9.13E-05	0.00E+00	1.21E-04	1.75E-04	2.09E-04	8.60E-05	7.32E-07	1.12E-04	1.46E-04	1.71E-04
692.817	4.70E-05	0.00E+00	6.72E-05	1.04E-04	1.21E-04	5.70E-05	7.83E-07	7.14E-05	1.10E-04	1.42E-04	6.30E-05	7.32E-07	6.62E-05	1.01E-04	1.17E-04
693.9706	1.30E-04	2.87E-06	2.28E-04	3.36E-04	3.79E-04	1.66E-04	1.57E-06	2.16E-04	3.11E-04	3.81E-04	1.63E-04	1.46E-06	2.13E-04	2.88E-04	3.52E-04
694.6688	9.10E-05	2.15E-06	1.16E-04	1.97E-04	2.35E-04	9.77E-05	0.00E+00	1.13E-04	1.82E-04	2.16E-04	8.02E-05	4.39E-06	1.05E-04	1.84E-04	2.39E-04
696.0589	4.05E-05	2.15E-06	5.98E-05	8.62E-05	1.06E-04	4.99E-05	7.83E-07	6.59E-05	9.73E-05	1.32E-04	4.73E-05	0.00E+00	5.53E-05	1.01E-04	1.12E-04
696.8282	3.13E-05	0.00E+00	5.02E-05	6.33E-05	6.80E-05	3.76E-05	7.83E-07	3.85E-05	6.22E-05	8.93E-05	3.75E-05	7.32E-07	4.38E-05	6.37E-05	7.59E-05
698.0935	4.26E-05	2.15E-06	7.05E-05	1.02E-04	1.17E-04	5.18E-05	2.35E-06	7.46E-05	1.00E-04	1.41E-04	4.85E-05	7.32E-07	6.44E-05	8.68E-05	1.15E-04
698.9505	2.92E-05	0.00E+00	5.57E-05	6.97E-05	8.06E-05	3.69E-05	7.83E-07	4.65E-05	6.66E-05	9.08E-05	3.99E-05	1.46E-06	3.98E-05	5.73E-05	7.80E-05
700.0321	5.35E-05	7.17E-07	7.49E-05	1.07E-04	1.30E-04	6.56E-05	1.57E-06	8.46E-05	1.07E-04	1.88E-04	5.40E-05	7.32E-07	6.29E-05	1.04E-04	1.06E-04
700.7361	4.57E-05	0.00E+00	6.46E-05	8.25E-05	9.23E-05	5.85E-05	0.00E+00	7.04E-05	8.11E-05	1.42E-04	4.93E-05	7.32E-07	5.75E-05	8.22E-05	9.41E-05
701.9972	8.53E-05	0.00E+00	1.73E-04	2.73E-04	3.07E-04	1.36E-04	0.00E+00	1.82E-04	2.76E-04	3.89E-04	1.19E-04	2.93E-06	1.57E-04	2.47E-04	2.81E-04
702.6921	5.57E-05	2.15E-06	9.26E-05	1.37E-04	1.67E-04	7.75E-05	7.83E-07	7.46E-05	1.56E-04	2.31E-04	7.12E-05	7.32E-07	7.27E-05	1.45E-04	1.77E-04
704.0415	3.79E-05	1.43E-06	7.01E-05	1.19E-04	1.26E-04	6.52E-05	0.00E+00	7.21E-05	1.19E-04	1.86E-04	7.16E-05	7.32E-07	7.13E-05	1.04E-04	1.20E-04
704.8362	3.61E-05	0.00E+00	5.39E-05	8.80E-05	8.11E-05	5.11E-05	0.00E+00	5.79E-05	7.81E-05	1.27E-04	4.26E-05	7.32E-07	4.96E-05	6.10E-05	8.51E-05
706.0771	9.53E-05	0.00E+00	1.71E-04	1.85E-04	2.12E-04	1.81E-04	0.00E+00	2.04E-04	2.03E-04	2.86E-04	1.52E-04	7.32E-07	1.69E-04	1.67E-04	1.84E-04
706.697	3.52E-05	1.43E-06	6.64E-05	7.19E-05	8.89E-05	6.71E-05	1.57E-06	6.69E-05	9.14E-05	1.07E-04	6.34E-05	7.32E-07	6.08E-05	6.80E-05	8.27E-05
708.0337	7.88E-05	0.00E+00	1.05E-04	1.20E-04	1.19E-04	1.10E-04	7.83E-07	1.25E-04	1.28E-04	1.81E-04	9.86E-05	7.32E-07	1.06E-04	1.08E-04	1.16E-04
708.6654	4.22E-05	7.17E-07	6.64E-05	8.10E-05	8.72E-05	7.16E-05	0.00E+00	6.35E-05	8.73E-05	1.20E-04	6.14E-05	7.32E-07	6.19E-05	7.05E-05	8.66E-05
710.0954	6.18E-05	0.00E+00	1.00E-04	1.86E-04	1.96E-04	7.19E-05	1.57E-06	1.19E-04	1.49E-04	2.49E-04	8.13E-05	7.32E-07	9.11E-05	1.43E-04	1.97E-04
710.8412	4.61E-05	0.00E+00	8.04E-05	9.93E-05	1.28E-04	5.55E-05	7.83E-07	7.80E-05	1.04E-04	1.57E-04	5.79E-05	7.32E-07	5.64E-05	9.88E-05	1.26E-04
